bta_name,aphia_id,taxon_level,genus,family,order,class,phylum,n_sites,total_abund,in_biotic,Size,LifeSpan,feedingmethod,mobility,growthform,Bioturbator,bio_none,bio_biodiff,bio_upward,bio_downward,bio_bioirr,bio_surf_mod,size<5,size_5_10,size_10_20,size_20_40,size_40_80,size>80,life<1,life_1_3,life_3_5,life_5_10,life>10,feed_deposit,feed_suspension,feed_detritus,feed_scavenger,feed_grazer,feed_predator,morph_soft,morph_tunic,morph_exoskeleton,morph_crustose,morph_cushion,morph_stalked,morph_endoskeleton,mob_fixed,mob_limited,mob_slow,mob_mobile,life_min,life_max
Thyasira flexuosa,141662,species,Thyasira,Thyasiridae,Lucinida,Bivalvia,Mollusca,53,53,FALSE,Small(1-2cm),Insufficient information,NA,Burrower,Bivalved,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucula nitidosa,140589,species,Nucula,Nuculidae,Nuculida,Bivalvia,Mollusca,51,52,TRUE,Small(1-2cm),6-10 years,"Surface deposit feeder, Sub-surface deposit feeder","Crawler, Burrower",Bivalved,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10
Polycirrus,129710,genus,Polycirrus,Terebellidae,Terebellida,Polychaeta,Annelida,52,52,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goniada maculata,130140,species,Goniada,Goniadidae,Phyllodocida,Polychaeta,Annelida,50,50,TRUE,Small-medium(3-10cm),NA,"Predator, Scavenger","Swimmer, Burrower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lumbrineris cingulata,130240,species,Lumbrineris,Lumbrineridae,Eunicida,Polychaeta,Annelida,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoronis,128545,genus,Phoronis,Phoronidae,NA,NA,Phoronida,49,49,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abra nitida,141435,species,Abra,Semelidae,Cardiida,Bivalvia,Mollusca,47,48,TRUE,Small(1-2cm),2-3 years,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
Chaetoderma nitidulum,139106,species,Chaetoderma,Chaetodermatidae,Chaetodermatida,Caudofoveata,Mollusca,46,47,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nephtys,129370,genus,Nephtys,Nephtyidae,Phyllodocida,Polychaeta,Annelida,46,47,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocyamus pusillus,124273,species,Echinocyamus,Fibulariidae,Echinolampadacea,Echinoidea,Echinodermata,46,46,TRUE,Small(1-2cm),Insufficient information,"Surface deposit feeder, Sub-surface deposit feeder",Burrower,Globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clausinella fasciata,141909,species,Clausinella,Veneridae,Venerida,Bivalvia,Mollusca,45,45,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydroides norvegica,131009,species,Hydroides,Serpulidae,Sabellida,Polychaeta,Annelida,41,45,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terebellides stroemii,131573,species,Terebellides,Trichobranchidae,Terebellida,Polychaeta,Annelida,42,43,FALSE,Small-medium(3-10cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timoclea ovata,141929,species,Timoclea,Veneridae,Venerida,Bivalvia,Mollusca,43,43,TRUE,Small(1-2cm),NA,"Passive suspension feeder, Active suspension feeder",Crawler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lumbrineridae,967,family,NA,Lumbrineridae,Eunicida,Polychaeta,Annelida,41,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lumbrineris,129337,genus,Lumbrineris,Lumbrineridae,Eunicida,Polychaeta,Annelida,41,41,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nototropis vedlomensis,179538,species,Nototropis,Atylidae,Amphipoda,Malacostraca,Arthropoda,40,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Praxillella affinis,130322,species,Praxillella,Maldanidae,NA,Polychaeta,Annelida,39,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptochiton asellus,140199,species,Leptochiton,Leptochitonidae,Lepidopleurida,Polyplacophora,Mollusca,39,39,FALSE,Small(1-2cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nephtys hombergii,130359,species,Nephtys,Nephtyidae,Phyllodocida,Polychaeta,Annelida,39,39,TRUE,Medium(11-20 cm),3-5 years,"Predator, Scavenger","Swimmer, Crawler, Burrower",Vermiform segmented,Diffusive mixing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5
Dasybranchus,129213,genus,Dasybranchus,Capitellidae,NA,Polychaeta,Annelida,37,37,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aponuphis bilineata,130452,species,Aponuphis,Onuphidae,Eunicida,Polychaeta,Annelida,36,36,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nereimyra punctata,130185,species,Nereimyra,Hesionidae,Phyllodocida,Polychaeta,Annelida,36,36,TRUE,Small(1-2cm),NA,"Surface deposit feeder, Sub-surface deposit feeder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abra,138474,genus,Abra,Semelidae,Cardiida,Bivalvia,Mollusca,35,35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euspira nitida,151894,species,Euspira,Naticidae,Littorinimorpha,Gastropoda,Mollusca,35,35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirobranchus triqueter,555935,species,Spirobranchus,Serpulidae,Sabellida,Polychaeta,Annelida,35,35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aonides oxycephala,131106,species,Aonides,Spionidae,Spionida,Polychaeta,Annelida,33,33,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dosinia exoleta,141911,species,Dosinia,Veneridae,Venerida,Bivalvia,Mollusca,33,33,FALSE,Small-medium(3-10cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pholoe inornata,130601,species,Pholoe,Sigalionidae,Phyllodocida,Polychaeta,Annelida,33,33,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Photis longicaudata,102383,species,Photis,Photidae,Amphipoda,Malacostraca,Arthropoda,33,33,TRUE,Very small(<1cm),NA,"Passive suspension feeder, Active suspension feeder","Swimmer, Burrower",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylichna cylindracea,139476,species,Cylichna,Cylichnidae,Cephalaspidea,Gastropoda,Mollusca,31,32,FALSE,Small(1-2cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynoidae,939,family,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,32,32,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laonice bahusiensis,131127,species,Laonice,Spionidae,Spionida,Polychaeta,Annelida,31,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synarachnactis lloydii,1674631,species,Synarachnactis,Synarachnactidae,Ceriantharia,Hexacorallia,Cnidaria,31,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampelisca tenuicornis,101930,species,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,30,30,TRUE,Small-medium(3-10cm),1-2 years,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder","Swimmer, Burrower, Temporary attachment",Articulate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
Amphiura chiajei,125073,species,Amphiura,Amphiuridae,Amphilepidida,Ophiuroidea,Echinodermata,30,30,TRUE,Small-medium(3-10cm),6-10 years,"Surface deposit feeder, Sub-surface deposit feeder","Crawler, Burrower","Stellate, Radial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10
Gouldia minima,141916,species,Gouldia,Veneridae,Venerida,Bivalvia,Mollusca,30,30,FALSE,Small(1-2cm),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nematoda,799,genus,NA,NA,NA,NA,Nematoda,30,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balanus crenatus,106215,species,Balanus,Balanidae,Balanomorpha,Thecostraca,Arthropoda,29,29,TRUE,Small(1-2cm),1-2 years,"Passive suspension feeder, Active suspension feeder",Permanent attachment,Conical,Not relevant,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
Glycera alba,130116,species,Glycera,Glyceridae,Phyllodocida,Polychaeta,Annelida,29,29,TRUE,Small-medium(3-10cm),NA,"Predator, Scavenger","Swimmer, Burrower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hiatella arctica,140103,species,Hiatella,Hiatellidae,Adapedonta,Bivalvia,Mollusca,29,29,TRUE,Small-medium(3-10cm),NA,"Passive suspension feeder, Active suspension feeder",Permanent attachment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aonides paucibranchiata,131107,species,Aonides,Spionidae,Spionida,Polychaeta,Annelida,27,27,TRUE,Small-medium(3-10cm),NA,"Surface deposit feeder, Sub-surface deposit feeder",Burrower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dosinia,138636,genus,Dosinia,Veneridae,Venerida,Bivalvia,Mollusca,26,26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sapphirina,128722,genus,Sapphirina,Sapphirinidae,Cyclopoida,Copepoda,Arthropoda,26,26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampharete lindstroemi,129781,species,Ampharete,Ampharetidae,Terebellida,Polychaeta,Annelida,25,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetozone zetlandica,336485,species,Chaetozone,Cirratulidae,Terebellida,Polychaeta,Annelida,25,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipolydora coeca,131117,species,Dipolydora,Spionidae,Spionida,Polychaeta,Annelida,25,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edwardsiidae,100665,family,NA,Edwardsiidae,Actiniaria,Hexacorallia,Cnidaria,25,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moerella donacina,147021,species,Moerella,Tellinidae,Cardiida,Bivalvia,Mollusca,25,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
